step,episodes,frames_total,loss,accuracy,gradient_norm,clipped,seconds,task_losses,task_accuracies,cells,diagnostics
5229,209160,4392392,0.8393454909324646,0.425,0.09188704192638397,0,2.322368621826172,"{""orientation_cued"": 0.6933000087738037, ""motion_duration_cued"": 1.385438323020935, ""krauzlis_cued_motion"": 0.7307540774345398, ""spatial_binding"": 0.693144679069519, ""image_recognition"": 0.6940903663635254}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.375}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N4_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5230,209200,4393360,0.8213337779045105,0.5,0.09409956634044647,0,2.380094051361084,"{""orientation_cued"": 0.693337082862854, ""motion_duration_cued"": 1.3875675201416016, ""krauzlis_cued_motion"": 0.6400478482246399, ""spatial_binding"": 0.6931477189064026, ""image_recognition"": 0.6925687193870544}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.625}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N12_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5231,209240,4393968,0.677132131459075,0.6,0.14678923785686493,0,1.6477062702178955,"{""orientation_cued"": 0.6972904801368713, ""motion_duration_cued"": 1.386315941810608, ""krauzlis_cued_motion"": 0.6088261008262634, ""spatial_binding"": 0.693151593208313, ""image_recognition"": 7.654131331946701e-05}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.875, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N0_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5232,209280,4394880,0.8204416275024414,0.575,0.10222324728965759,0,2.215475559234619,"{""orientation_cued"": 0.6916803121566772, ""motion_duration_cued"": 1.3862910270690918, ""krauzlis_cued_motion"": 0.6380395889282227, ""spatial_binding"": 0.693148672580719, ""image_recognition"": 0.6930485367774963}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.75}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N24_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5233,209320,4395808,0.7080582826485624,0.525,0.162666454911232,0,2.2727811336517334,"{""orientation_cued"": 0.6915135979652405, ""motion_duration_cued"": 1.387412190437317, ""krauzlis_cued_motion"": 0.7680253386497498, ""spatial_binding"": 0.6931507587432861, ""image_recognition"": 0.00018952744721900672}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.25, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N0_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5234,209360,4396584,0.8211225509643555,0.475,0.10937528312206268,0,1.8993809223175049,"{""orientation_cued"": 0.6977814435958862, ""motion_duration_cued"": 1.386436104774475, ""krauzlis_cued_motion"": 0.6350135803222656, ""spatial_binding"": 0.6931424736976624, ""image_recognition"": 0.693239152431488}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N12_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5235,209400,4397232,0.8402884125709533,0.45,0.11693650484085083,0,1.7469031810760498,"{""orientation_cued"": 0.6929757595062256, ""motion_duration_cued"": 1.3843538761138916, ""krauzlis_cued_motion"": 0.7371919751167297, ""spatial_binding"": 0.6931496858596802, ""image_recognition"": 0.6937707662582397}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N4_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5236,209440,4398232,0.8406472682952881,0.4,0.10475127398967743,0,2.453885793685913,"{""orientation_cued"": 0.6932390928268433, ""motion_duration_cued"": 1.3860970735549927, ""krauzlis_cued_motion"": 0.7376956939697266, ""spatial_binding"": 0.6931495070457458, ""image_recognition"": 0.6930549740791321}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N24_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5237,209480,4398920,0.6889638626016676,0.55,0.07287123054265976,0,1.7014307975769043,"{""orientation_cued"": 0.6970499753952026, ""motion_duration_cued"": 1.3861396312713623, ""krauzlis_cued_motion"": 0.6683061122894287, ""spatial_binding"": 0.6931478977203369, ""image_recognition"": 0.00017569633200764656}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N0_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5238,209520,4399752,0.8196019649505615,0.55,0.1056772768497467,0,2.053377628326416,"{""orientation_cued"": 0.6918179392814636, ""motion_duration_cued"": 1.3854440450668335, ""krauzlis_cued_motion"": 0.6335911154747009, ""spatial_binding"": 0.6931518912315369, ""image_recognition"": 0.6940048336982727}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N4_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
