step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
3161,25288,531000,motion_duration_cued_D4,4,1.3858473300933838,0.375,0.35431474447250366,0,15,0.7883293628692627,{},SpatialBattery/train/61973001/motion_duration_cued/25280
3162,25296,531184,motion_duration_cued_D12,12,1.387078881263733,0.125,0.3444303572177887,0,23,1.209740161895752,{},SpatialBattery/train/61973001/motion_duration_cued/25288
3163,25304,531464,motion_duration_cued_D24,24,1.386051893234253,0.375,0.4865798056125641,0,35,1.8104493618011475,{},SpatialBattery/train/61973001/motion_duration_cued/25296
3164,25312,531552,motion_duration_cued_D0,0,1.3878222703933716,0.125,0.5261785984039307,0,11,0.5706868171691895,{},SpatialBattery/train/61973001/motion_duration_cued/25304
3165,25320,531736,motion_duration_cued_D12,12,1.386994481086731,0.125,0.48326119780540466,0,23,1.2096238136291504,{},SpatialBattery/train/61973001/motion_duration_cued/25312
3166,25328,531856,motion_duration_cued_D4,4,1.3865094184875488,0.375,0.5002550482749939,0,15,0.7909646034240723,{},SpatialBattery/train/61973001/motion_duration_cued/25320
3167,25336,531944,motion_duration_cued_D0,0,1.3863438367843628,0.25,0.3715292811393738,0,11,0.570122241973877,{},SpatialBattery/train/61973001/motion_duration_cued/25328
3168,25344,532224,motion_duration_cued_D24,24,1.387061357498169,0.25,0.34371352195739746,0,35,1.8272416591644287,{},SpatialBattery/train/61973001/motion_duration_cued/25336
3169,25352,532408,motion_duration_cued_D12,12,1.3873003721237183,0.125,0.5876802206039429,0,23,1.2021193504333496,{},SpatialBattery/train/61973001/motion_duration_cued/25344
3170,25360,532496,motion_duration_cued_D0,0,1.3862173557281494,0.5,0.6240059733390808,0,11,0.6135380268096924,{},SpatialBattery/train/61973001/motion_duration_cued/25352
