step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
1031,8248,173192,motion_duration_cued_D0,0,1.385745644569397,0.25,0.6341190934181213,0,11,0.6118295192718506,{},SpatialBattery/train/61973001/motion_duration_cued/8240
1032,8256,173376,motion_duration_cued_D12,12,1.3863235712051392,0.25,0.6058136224746704,0,23,1.2361514568328857,{},SpatialBattery/train/61973001/motion_duration_cued/8248
1033,8264,173656,motion_duration_cued_D24,24,1.3868489265441895,0.25,0.6044012904167175,0,35,1.832350492477417,{},SpatialBattery/train/61973001/motion_duration_cued/8256
1034,8272,173776,motion_duration_cued_D4,4,1.3881337642669678,0.125,0.6261918544769287,0,15,0.8198657035827637,{},SpatialBattery/train/61973001/motion_duration_cued/8264
1035,8280,173864,motion_duration_cued_D0,0,1.3838610649108887,0.375,0.6160863637924194,0,11,0.5849168300628662,{},SpatialBattery/train/61973001/motion_duration_cued/8272
1036,8288,174048,motion_duration_cued_D12,12,1.3872030973434448,0.25,0.6055396199226379,0,23,1.3527767658233643,{},SpatialBattery/train/61973001/motion_duration_cued/8280
1037,8296,174168,motion_duration_cued_D4,4,1.386328935623169,0.25,0.6190413236618042,0,15,0.836475133895874,{},SpatialBattery/train/61973001/motion_duration_cued/8288
1038,8304,174352,motion_duration_cued_D12,12,1.3877226114273071,0.125,0.6156721711158752,0,23,1.3031022548675537,{},SpatialBattery/train/61973001/motion_duration_cued/8296
1039,8312,174440,motion_duration_cued_D0,0,1.3871777057647705,0.25,0.635461688041687,0,11,0.6488621234893799,{},SpatialBattery/train/61973001/motion_duration_cued/8304
1040,8320,174720,motion_duration_cued_D24,24,1.3874456882476807,0.125,0.6020092368125916,0,35,2.147505521774292,{},SpatialBattery/train/61973001/motion_duration_cued/8312
1041,8328,174808,motion_duration_cued_D0,0,1.3839905261993408,0.375,0.6225056648254395,0,11,0.716184139251709,{},SpatialBattery/train/61973001/motion_duration_cued/8320
1042,8336,174928,motion_duration_cued_D4,4,1.3882768154144287,0.125,0.6263227462768555,0,15,1.0520143508911133,{},SpatialBattery/train/61973001/motion_duration_cued/8328
1043,8344,175112,motion_duration_cued_D12,12,1.3862628936767578,0.25,0.5991801619529724,0,23,1.4588871002197266,{},SpatialBattery/train/61973001/motion_duration_cued/8336
1044,8352,175392,motion_duration_cued_D24,24,1.3867454528808594,0.25,0.6054549813270569,0,35,2.4872372150421143,{},SpatialBattery/train/61973001/motion_duration_cued/8344
1045,8360,175480,motion_duration_cued_D0,0,1.3900433778762817,0.125,1.103760004043579,1,11,1.1667118072509766,{},SpatialBattery/train/61973001/motion_duration_cued/8352
1046,8368,175600,motion_duration_cued_D4,4,1.3863674402236938,0.375,1.050441026687622,1,15,1.1756045818328857,{},SpatialBattery/train/61973001/motion_duration_cued/8360
1047,8376,175880,motion_duration_cued_D24,24,1.388879656791687,0.125,1.0681074857711792,1,35,2.4829905033111572,{},SpatialBattery/train/61973001/motion_duration_cued/8368
1048,8384,176064,motion_duration_cued_D12,12,1.3871607780456543,0.25,1.0571976900100708,1,23,1.7380993366241455,{},SpatialBattery/train/61973001/motion_duration_cued/8376
1049,8392,176152,motion_duration_cued_D0,0,1.3828669786453247,0.375,1.0790382623672485,1,11,0.6350083351135254,{},SpatialBattery/train/61973001/motion_duration_cued/8384
1050,8400,176432,motion_duration_cued_D24,24,1.3875732421875,0.25,1.045059323310852,1,35,1.9545011520385742,{},SpatialBattery/train/61973001/motion_duration_cued/8392
1051,8408,176616,motion_duration_cued_D12,12,1.3867859840393066,0.25,1.0195801258087158,1,23,1.2547342777252197,{},SpatialBattery/train/61973001/motion_duration_cued/8400
1052,8416,176736,motion_duration_cued_D4,4,1.3893475532531738,0.125,1.05097496509552,1,15,0.9693818092346191,{},SpatialBattery/train/61973001/motion_duration_cued/8408
1053,8424,176824,motion_duration_cued_D0,0,1.3809287548065186,0.375,1.0930558443069458,1,11,0.6652162075042725,{},SpatialBattery/train/61973001/motion_duration_cued/8416
1054,8432,177008,motion_duration_cued_D12,12,1.3890712261199951,0.125,1.0541971921920776,1,23,1.3351118564605713,{},SpatialBattery/train/61973001/motion_duration_cued/8424
1055,8440,177288,motion_duration_cued_D24,24,1.3851293325424194,0.375,0.5907898545265198,0,35,2.0448920726776123,{},SpatialBattery/train/61973001/motion_duration_cued/8432
1056,8448,177408,motion_duration_cued_D4,4,1.3890820741653442,0.25,0.6228650808334351,0,15,0.8333311080932617,{},SpatialBattery/train/61973001/motion_duration_cued/8440
1057,8456,177496,motion_duration_cued_D0,0,1.3850699663162231,0.25,0.6057466268539429,0,11,0.5962276458740234,{},SpatialBattery/train/61973001/motion_duration_cued/8448
1058,8464,177680,motion_duration_cued_D12,12,1.387061357498169,0.25,0.5846772789955139,0,23,1.2683196067810059,{},SpatialBattery/train/61973001/motion_duration_cued/8456
1059,8472,177960,motion_duration_cued_D24,24,1.3834048509597778,0.5,1.0015090703964233,1,35,1.8742635250091553,{},SpatialBattery/train/61973001/motion_duration_cued/8464
1060,8480,178080,motion_duration_cued_D4,4,1.3901236057281494,0.0,1.0319479703903198,1,15,0.8305690288543701,{},SpatialBattery/train/61973001/motion_duration_cued/8472
1061,8488,178168,motion_duration_cued_D0,0,1.3893687725067139,0.125,0.655617892742157,0,11,0.601862907409668,{},SpatialBattery/train/61973001/motion_duration_cued/8480
1062,8496,178288,motion_duration_cued_D4,4,1.3869190216064453,0.25,0.6284040808677673,0,15,0.7936532497406006,{},SpatialBattery/train/61973001/motion_duration_cued/8488
1063,8504,178568,motion_duration_cued_D24,24,1.3851922750473022,0.25,0.5678152441978455,0,35,1.7947614192962646,{},SpatialBattery/train/61973001/motion_duration_cued/8496
1064,8512,178752,motion_duration_cued_D12,12,1.3882675170898438,0.125,0.5804892182350159,0,23,1.1986918449401855,{},SpatialBattery/train/61973001/motion_duration_cued/8504
1065,8520,178872,motion_duration_cued_D4,4,1.3863385915756226,0.25,0.012971400283277035,0,15,0.7612967491149902,{},SpatialBattery/train/61973001/motion_duration_cued/8512
1066,8528,178960,motion_duration_cued_D0,0,1.3863754272460938,0.25,0.020563479512929916,0,11,0.5659537315368652,{},SpatialBattery/train/61973001/motion_duration_cued/8520
1067,8536,179144,motion_duration_cued_D12,12,1.3943064212799072,0.0,1.2223793268203735,1,23,1.1858808994293213,{},SpatialBattery/train/61973001/motion_duration_cued/8528
1068,8544,179424,motion_duration_cued_D24,24,1.3809139728546143,0.25,1.1845980882644653,1,35,1.7879836559295654,{},SpatialBattery/train/61973001/motion_duration_cued/8536
1069,8552,179544,motion_duration_cued_D4,4,1.3862754106521606,0.25,0.008927612565457821,0,15,0.7911679744720459,{},SpatialBattery/train/61973001/motion_duration_cued/8544
1070,8560,179824,motion_duration_cued_D24,24,1.3863403797149658,0.25,0.01576816849410534,0,35,1.7997069358825684,{},SpatialBattery/train/61973001/motion_duration_cued/8552
1071,8568,179912,motion_duration_cued_D0,0,1.3890174627304077,0.125,0.6483593583106995,0,11,0.571354866027832,{},SpatialBattery/train/61973001/motion_duration_cued/8560
1072,8576,180096,motion_duration_cued_D12,12,1.3900070190429688,0.125,0.6166680455207825,0,23,1.2376794815063477,{},SpatialBattery/train/61973001/motion_duration_cued/8568
1073,8584,180216,motion_duration_cued_D4,4,1.3857142925262451,0.25,0.5905508995056152,0,15,0.7886247634887695,{},SpatialBattery/train/61973001/motion_duration_cued/8576
1074,8592,180304,motion_duration_cued_D0,0,1.3863667249679565,0.25,0.6079224348068237,0,11,0.565561056137085,{},SpatialBattery/train/61973001/motion_duration_cued/8584
1075,8600,180488,motion_duration_cued_D12,12,1.3905375003814697,0.125,0.6133242845535278,0,23,1.1857638359069824,{},SpatialBattery/train/61973001/motion_duration_cued/8592
1076,8608,180768,motion_duration_cued_D24,24,1.382821798324585,0.375,0.5762968063354492,0,35,1.8276736736297607,{},SpatialBattery/train/61973001/motion_duration_cued/8600
1077,8616,180952,motion_duration_cued_D12,12,1.3916423320770264,0.125,1.0250550508499146,1,23,1.1912052631378174,{},SpatialBattery/train/61973001/motion_duration_cued/8608
1078,8624,181072,motion_duration_cued_D4,4,1.3884599208831787,0.0,1.0488451719284058,1,15,0.7808809280395508,{},SpatialBattery/train/61973001/motion_duration_cued/8616
1079,8632,181160,motion_duration_cued_D0,0,1.3863989114761353,0.25,0.024257969111204147,0,11,0.5807867050170898,{},SpatialBattery/train/61973001/motion_duration_cued/8624
1080,8640,181440,motion_duration_cued_D24,24,1.3863133192062378,0.25,0.010171479545533657,0,35,1.797456979751587,{},SpatialBattery/train/61973001/motion_duration_cued/8632
1081,8648,181528,motion_duration_cued_D0,0,1.3880020380020142,0.125,0.8903452157974243,0,11,0.5683376789093018,{},SpatialBattery/train/61973001/motion_duration_cued/8640
1082,8656,181648,motion_duration_cued_D4,4,1.388519048690796,0.125,0.87021803855896,0,15,0.7751526832580566,{},SpatialBattery/train/61973001/motion_duration_cued/8648
1083,8664,181928,motion_duration_cued_D24,24,1.3844963312149048,0.375,0.5748829245567322,0,35,1.8228480815887451,{},SpatialBattery/train/61973001/motion_duration_cued/8656
1084,8672,182112,motion_duration_cued_D12,12,1.3889002799987793,0.125,0.6003007292747498,0,23,1.2101786136627197,{},SpatialBattery/train/61973001/motion_duration_cued/8664
1085,8680,182296,motion_duration_cued_D12,12,1.387285590171814,0.125,0.5768985748291016,0,23,1.2551021575927734,{},SpatialBattery/train/61973001/motion_duration_cued/8672
1086,8688,182576,motion_duration_cued_D24,24,1.3860833644866943,0.375,0.5705628991127014,0,35,1.801563024520874,{},SpatialBattery/train/61973001/motion_duration_cued/8680
1087,8696,182696,motion_duration_cued_D4,4,1.3849674463272095,0.25,0.5966127514839172,0,15,0.77736496925354,{},SpatialBattery/train/61973001/motion_duration_cued/8688
1088,8704,182784,motion_duration_cued_D0,0,1.3879543542861938,0.25,0.6368786692619324,0,11,0.5711181163787842,{},SpatialBattery/train/61973001/motion_duration_cued/8696
1089,8712,182872,motion_duration_cued_D0,0,1.3881707191467285,0.25,1.2693997621536255,1,11,0.5740458965301514,{},SpatialBattery/train/61973001/motion_duration_cued/8704
1090,8720,183152,motion_duration_cued_D24,24,1.3951592445373535,0.0,1.2023624181747437,1,35,1.7899534702301025,{},SpatialBattery/train/61973001/motion_duration_cued/8712
1091,8728,183336,motion_duration_cued_D12,12,1.3813422918319702,0.375,0.8181939721107483,0,23,1.1920194625854492,{},SpatialBattery/train/61973001/motion_duration_cued/8720
1092,8736,183456,motion_duration_cued_D4,4,1.3913774490356445,0.125,0.8794357776641846,0,15,0.7821388244628906,{},SpatialBattery/train/61973001/motion_duration_cued/8728
1093,8744,183576,motion_duration_cued_D4,4,1.3886542320251465,0.125,0.6201300024986267,0,15,0.7680790424346924,{},SpatialBattery/train/61973001/motion_duration_cued/8736
1094,8752,183856,motion_duration_cued_D24,24,1.3834645748138428,0.375,0.5750381946563721,0,35,1.7923643589019775,{},SpatialBattery/train/61973001/motion_duration_cued/8744
1095,8760,184040,motion_duration_cued_D12,12,1.3880358934402466,0.125,0.5938676595687866,0,23,1.1884238719940186,{},SpatialBattery/train/61973001/motion_duration_cued/8752
1096,8768,184128,motion_duration_cued_D0,0,1.386698603630066,0.25,0.6238781213760376,0,11,0.5617687702178955,{},SpatialBattery/train/61973001/motion_duration_cued/8760
1097,8776,184408,motion_duration_cued_D24,24,1.3864140510559082,0.125,0.5709501504898071,0,35,1.8522703647613525,{},SpatialBattery/train/61973001/motion_duration_cued/8768
1098,8784,184528,motion_duration_cued_D4,4,1.3876564502716064,0.125,0.5919532179832458,0,15,0.7801961898803711,{},SpatialBattery/train/61973001/motion_duration_cued/8776
1099,8792,184712,motion_duration_cued_D12,12,1.3851244449615479,0.375,0.5704959630966187,0,23,1.1963775157928467,{},SpatialBattery/train/61973001/motion_duration_cued/8784
1100,8800,184800,motion_duration_cued_D0,0,1.3867323398590088,0.0,0.6174358129501343,0,11,0.5910599231719971,{},SpatialBattery/train/61973001/motion_duration_cued/8792
1101,8808,184888,motion_duration_cued_D0,0,1.3885722160339355,0.125,1.0605882406234741,1,11,0.5948953628540039,{},SpatialBattery/train/61973001/motion_duration_cued/8800
1102,8816,185072,motion_duration_cued_D12,12,1.3891605138778687,0.0,0.995500922203064,0,23,1.1983516216278076,{},SpatialBattery/train/61973001/motion_duration_cued/8808
1103,8824,185352,motion_duration_cued_D24,24,1.3854652643203735,0.375,0.5682305693626404,0,35,1.8096187114715576,{},SpatialBattery/train/61973001/motion_duration_cued/8816
1104,8832,185472,motion_duration_cued_D4,4,1.3875761032104492,0.125,0.5916537046432495,0,15,0.7779426574707031,{},SpatialBattery/train/61973001/motion_duration_cued/8824
1105,8840,185752,motion_duration_cued_D24,24,1.384082555770874,0.5,1.154423475265503,1,35,1.8096768856048584,{},SpatialBattery/train/61973001/motion_duration_cued/8832
1106,8848,185840,motion_duration_cued_D0,0,1.3928203582763672,0.0,1.2453426122665405,1,11,0.600069522857666,{},SpatialBattery/train/61973001/motion_duration_cued/8840
1107,8856,186024,motion_duration_cued_D12,12,1.3881179094314575,0.125,0.580174446105957,0,23,1.3402643203735352,{},SpatialBattery/train/61973001/motion_duration_cued/8848
1108,8864,186144,motion_duration_cued_D4,4,1.3868173360824585,0.125,0.5902305245399475,0,15,0.8674876689910889,{},SpatialBattery/train/61973001/motion_duration_cued/8856
1109,8872,186424,motion_duration_cued_D24,24,1.386309027671814,0.25,0.00844500306993723,0,35,1.8141632080078125,{},SpatialBattery/train/61973001/motion_duration_cued/8864
1110,8880,186544,motion_duration_cued_D4,4,1.3863494396209717,0.25,0.017678789794445038,0,15,0.7977666854858398,{},SpatialBattery/train/61973001/motion_duration_cued/8872
1111,8888,186728,motion_duration_cued_D12,12,1.3862992525100708,0.25,0.010007421486079693,0,23,1.195603609085083,{},SpatialBattery/train/61973001/motion_duration_cued/8880
1112,8896,186816,motion_duration_cued_D0,0,1.3861196041107178,0.25,0.021999433636665344,0,11,0.5688204765319824,{},SpatialBattery/train/61973001/motion_duration_cued/8888
1113,8904,186936,motion_duration_cued_D4,4,1.387510895729065,0.0,1.1779524087905884,1,15,0.7823071479797363,{},SpatialBattery/train/61973001/motion_duration_cued/8896
1114,8912,187024,motion_duration_cued_D0,0,1.3863941431045532,0.375,1.2153834104537964,1,11,0.5772202014923096,{},SpatialBattery/train/61973001/motion_duration_cued/8904
1115,8920,187208,motion_duration_cued_D12,12,1.3863780498504639,0.25,0.5799530744552612,0,23,1.1902000904083252,{},SpatialBattery/train/61973001/motion_duration_cued/8912
1116,8928,187488,motion_duration_cued_D24,24,1.3866405487060547,0.25,0.5796240568161011,0,35,1.8390226364135742,{},SpatialBattery/train/61973001/motion_duration_cued/8920
1117,8936,187672,motion_duration_cued_D12,12,1.3866716623306274,0.125,0.9935594201087952,0,23,1.198911190032959,{},SpatialBattery/train/61973001/motion_duration_cued/8928
1118,8944,187792,motion_duration_cued_D4,4,1.3910658359527588,0.0,1.0368307828903198,1,15,0.7741038799285889,{},SpatialBattery/train/61973001/motion_duration_cued/8936
1119,8952,187880,motion_duration_cued_D0,0,1.386130690574646,0.25,1.0357658863067627,1,11,0.6095423698425293,{},SpatialBattery/train/61973001/motion_duration_cued/8944
1120,8960,188160,motion_duration_cued_D24,24,1.3878952264785767,0.25,0.9859365820884705,0,35,1.7944180965423584,{},SpatialBattery/train/61973001/motion_duration_cued/8952
1121,8968,188248,motion_duration_cued_D0,0,1.3844146728515625,0.375,0.6005474328994751,0,11,0.5773830413818359,{},SpatialBattery/train/61973001/motion_duration_cued/8960
1122,8976,188432,motion_duration_cued_D12,12,1.3873405456542969,0.125,0.5780103206634521,0,23,1.196221113204956,{},SpatialBattery/train/61973001/motion_duration_cued/8968
1123,8984,188552,motion_duration_cued_D4,4,1.3836203813552856,0.375,0.579392671585083,0,15,0.7783257961273193,{},SpatialBattery/train/61973001/motion_duration_cued/8976
1124,8992,188832,motion_duration_cued_D24,24,1.388105034828186,0.125,0.5838991403579712,0,35,1.9085280895233154,{},SpatialBattery/train/61973001/motion_duration_cued/8984
1125,9000,188920,motion_duration_cued_D0,0,1.3875304460525513,0.25,0.605035662651062,0,11,0.6064779758453369,{},SpatialBattery/train/61973001/motion_duration_cued/8992
1126,9008,189200,motion_duration_cued_D24,24,1.3867008686065674,0.25,0.565392017364502,0,35,1.8016211986541748,{},SpatialBattery/train/61973001/motion_duration_cued/9000
1127,9016,189320,motion_duration_cued_D4,4,1.3865087032318115,0.25,0.5923430919647217,0,15,0.8166334629058838,{},SpatialBattery/train/61973001/motion_duration_cued/9008
1128,9024,189504,motion_duration_cued_D12,12,1.386898159980774,0.25,0.5778015851974487,0,23,1.2057836055755615,{},SpatialBattery/train/61973001/motion_duration_cued/9016
1129,9032,189784,motion_duration_cued_D24,24,1.385688066482544,0.375,0.7959991693496704,0,35,1.8290417194366455,{},SpatialBattery/train/61973001/motion_duration_cued/9024
1130,9040,189872,motion_duration_cued_D0,0,1.3854341506958008,0.375,0.8419047594070435,0,11,0.5660462379455566,{},SpatialBattery/train/61973001/motion_duration_cued/9032
1131,9048,190056,motion_duration_cued_D12,12,1.3874413967132568,0.0,1.1467784643173218,1,23,1.1944868564605713,{},SpatialBattery/train/61973001/motion_duration_cued/9040
1132,9056,190176,motion_duration_cued_D4,4,1.3874598741531372,0.25,1.174185037612915,1,15,0.8052229881286621,{},SpatialBattery/train/61973001/motion_duration_cued/9048
1133,9064,190296,motion_duration_cued_D4,4,1.3858113288879395,0.25,0.5718807578086853,0,15,0.7660679817199707,{},SpatialBattery/train/61973001/motion_duration_cued/9056
1134,9072,190480,motion_duration_cued_D12,12,1.387802243232727,0.25,0.5588444471359253,0,23,1.205132246017456,{},SpatialBattery/train/61973001/motion_duration_cued/9064
1135,9080,190760,motion_duration_cued_D24,24,1.3851455450057983,0.25,0.5584781765937805,0,35,1.823744535446167,{},SpatialBattery/train/61973001/motion_duration_cued/9072
1136,9088,190848,motion_duration_cued_D0,0,1.3857505321502686,0.375,0.6097778677940369,0,11,0.5683043003082275,{},SpatialBattery/train/61973001/motion_duration_cued/9080
1137,9096,191032,motion_duration_cued_D12,12,1.3846542835235596,0.5,0.9617021679878235,0,23,1.2437138557434082,{},SpatialBattery/train/61973001/motion_duration_cued/9088
1138,9104,191152,motion_duration_cued_D4,4,1.3902888298034668,0.0,1.0161298513412476,1,15,0.7798168659210205,{},SpatialBattery/train/61973001/motion_duration_cued/9096
1139,9112,191432,motion_duration_cued_D24,24,1.386324167251587,0.25,0.012756744399666786,0,35,1.837324857711792,{},SpatialBattery/train/61973001/motion_duration_cued/9104
1140,9120,191520,motion_duration_cued_D0,0,1.3868439197540283,0.25,0.02477254904806614,0,11,0.5745425224304199,{},SpatialBattery/train/61973001/motion_duration_cued/9112
1141,9128,191640,motion_duration_cued_D4,4,1.3866819143295288,0.25,0.5727250576019287,0,15,0.8416459560394287,{},SpatialBattery/train/61973001/motion_duration_cued/9120
1142,9136,191824,motion_duration_cued_D12,12,1.3859679698944092,0.25,0.5519012808799744,0,23,1.2140593528747559,{},SpatialBattery/train/61973001/motion_duration_cued/9128
1143,9144,192104,motion_duration_cued_D24,24,1.3874586820602417,0.125,0.5519147515296936,0,35,1.8412654399871826,{},SpatialBattery/train/61973001/motion_duration_cued/9136
1144,9152,192192,motion_duration_cued_D0,0,1.3868616819381714,0.25,0.595254123210907,0,11,0.5879216194152832,{},SpatialBattery/train/61973001/motion_duration_cued/9144
1145,9160,192312,motion_duration_cued_D4,4,1.3865729570388794,0.375,0.825984537601471,0,15,0.7949814796447754,{},SpatialBattery/train/61973001/motion_duration_cued/9152
1146,9168,192400,motion_duration_cued_D0,0,1.3884905576705933,0.125,0.8612654209136963,0,11,0.5823619365692139,{},SpatialBattery/train/61973001/motion_duration_cued/9160
1147,9176,192680,motion_duration_cued_D24,24,1.385606288909912,0.375,0.5503808856010437,0,35,1.8654820919036865,{},SpatialBattery/train/61973001/motion_duration_cued/9168
1148,9184,192864,motion_duration_cued_D12,12,1.3874843120574951,0.125,0.5578831434249878,0,23,1.3079872131347656,{},SpatialBattery/train/61973001/motion_duration_cued/9176
1149,9192,193048,motion_duration_cued_D12,12,1.38761305809021,0.125,0.7870879769325256,0,23,1.2980892658233643,{},SpatialBattery/train/61973001/motion_duration_cued/9184
1150,9200,193328,motion_duration_cued_D24,24,1.3871147632598877,0.375,0.7884025573730469,0,35,1.9502475261688232,{},SpatialBattery/train/61973001/motion_duration_cued/9192
1151,9208,193448,motion_duration_cued_D4,4,1.386422872543335,0.25,0.013269294053316116,0,15,0.8187470436096191,{},SpatialBattery/train/61973001/motion_duration_cued/9200
1152,9216,193536,motion_duration_cued_D0,0,1.3862855434417725,0.25,0.024032801389694214,0,11,0.5969319343566895,{},SpatialBattery/train/61973001/motion_duration_cued/9208
1153,9224,193656,motion_duration_cued_D4,4,1.3857382535934448,0.25,0.5738752484321594,0,15,0.8129720687866211,"{""first_field_gradient"": 3.987129730376182e-06, ""attention_gradient_norm"": 0.00797155499458313, ""priority_gradient_norm"": 0.5688300132751465, ""source_bias_gradient"": 0.000252916244789958, ""locality_gradient"": 1.2407057511154562e-05}",SpatialBattery/train/61973001/motion_duration_cued/9216
1154,9232,193936,motion_duration_cued_D24,24,1.3864855766296387,0.125,0.5519828796386719,0,35,1.9361300468444824,{},SpatialBattery/train/61973001/motion_duration_cued/9224
1155,9240,194120,motion_duration_cued_D12,12,1.3874902725219727,0.0,0.9602892398834229,0,23,1.2625277042388916,{},SpatialBattery/train/61973001/motion_duration_cued/9232
1156,9248,194208,motion_duration_cued_D0,0,1.3888497352600098,0.125,1.0475159883499146,1,11,0.5748071670532227,{},SpatialBattery/train/61973001/motion_duration_cued/9240
1157,9256,194488,motion_duration_cued_D24,24,1.3835033178329468,0.5,1.0768789052963257,1,35,1.8081731796264648,{},SpatialBattery/train/61973001/motion_duration_cued/9248
1158,9264,194608,motion_duration_cued_D4,4,1.3863681554794312,0.375,1.133753776550293,1,15,0.7708733081817627,{},SpatialBattery/train/61973001/motion_duration_cued/9256
1159,9272,194696,motion_duration_cued_D0,0,1.3865031003952026,0.25,0.5997685194015503,0,11,0.5807089805603027,{},SpatialBattery/train/61973001/motion_duration_cued/9264
1160,9280,194880,motion_duration_cued_D12,12,1.3886226415634155,0.125,0.5471610426902771,0,23,1.216529369354248,{},SpatialBattery/train/61973001/motion_duration_cued/9272
1161,9288,195000,motion_duration_cued_D4,4,1.3855072259902954,0.375,0.5473344326019287,0,15,0.7818090915679932,{},SpatialBattery/train/61973001/motion_duration_cued/9280
1162,9296,195088,motion_duration_cued_D0,0,1.388048529624939,0.25,0.5931699872016907,0,11,0.5842750072479248,{},SpatialBattery/train/61973001/motion_duration_cued/9288
1163,9304,195368,motion_duration_cued_D24,24,1.3857667446136475,0.25,0.5310729742050171,0,35,1.8205821514129639,{},SpatialBattery/train/61973001/motion_duration_cued/9296
1164,9312,195552,motion_duration_cued_D12,12,1.3873345851898193,0.25,0.5408098697662354,0,23,1.2583565711975098,{},SpatialBattery/train/61973001/motion_duration_cued/9304
1165,9320,195672,motion_duration_cued_D4,4,1.3864846229553223,0.25,0.566030740737915,0,15,0.8060510158538818,{},SpatialBattery/train/61973001/motion_duration_cued/9312
1166,9328,195760,motion_duration_cued_D0,0,1.3863412141799927,0.25,0.5888746380805969,0,11,0.5802252292633057,{},SpatialBattery/train/61973001/motion_duration_cued/9320
1167,9336,195944,motion_duration_cued_D12,12,1.386939525604248,0.25,0.5212512612342834,0,23,1.2241621017456055,{},SpatialBattery/train/61973001/motion_duration_cued/9328
1168,9344,196224,motion_duration_cued_D24,24,1.3866968154907227,0.25,0.5180643796920776,0,35,1.810898780822754,{},SpatialBattery/train/61973001/motion_duration_cued/9336
1169,9352,196408,motion_duration_cued_D12,12,1.3865410089492798,0.25,0.521732747554779,0,23,1.228916883468628,{},SpatialBattery/train/61973001/motion_duration_cued/9344
1170,9360,196528,motion_duration_cued_D4,4,1.3868460655212402,0.25,0.5525447130203247,0,15,0.7696723937988281,{},SpatialBattery/train/61973001/motion_duration_cued/9352
1171,9368,196808,motion_duration_cued_D24,24,1.3852931261062622,0.25,0.5246872901916504,0,35,1.8506202697753906,{},SpatialBattery/train/61973001/motion_duration_cued/9360
1172,9376,196896,motion_duration_cued_D0,0,1.3855104446411133,0.375,0.5900905728340149,0,11,0.5952780246734619,{},SpatialBattery/train/61973001/motion_duration_cued/9368
1173,9384,196984,motion_duration_cued_D0,0,1.384544849395752,0.375,0.815939724445343,0,11,0.5938441753387451,{},SpatialBattery/train/61973001/motion_duration_cued/9376
1174,9392,197104,motion_duration_cued_D4,4,1.388333797454834,0.125,0.7889864444732666,0,15,0.7831182479858398,{},SpatialBattery/train/61973001/motion_duration_cued/9384
1175,9400,197288,motion_duration_cued_D12,12,1.385708212852478,0.375,0.5220350623130798,0,23,1.2038476467132568,{},SpatialBattery/train/61973001/motion_duration_cued/9392
1176,9408,197568,motion_duration_cued_D24,24,1.3880070447921753,0.125,0.5273950695991516,0,35,1.8370654582977295,{},SpatialBattery/train/61973001/motion_duration_cued/9400
1177,9416,197752,motion_duration_cued_D12,12,1.3869575262069702,0.25,0.9243410229682922,0,23,1.2167937755584717,{},SpatialBattery/train/61973001/motion_duration_cued/9408
1178,9424,197872,motion_duration_cued_D4,4,1.3906205892562866,0.0,0.984741747379303,0,15,0.7858340740203857,{},SpatialBattery/train/61973001/motion_duration_cued/9416
1179,9432,198152,motion_duration_cued_D24,24,1.3847218751907349,0.375,0.5180224776268005,0,35,1.833080768585205,{},SpatialBattery/train/61973001/motion_duration_cued/9424
1180,9440,198240,motion_duration_cued_D0,0,1.385939359664917,0.25,0.5883184671401978,0,11,0.5786457061767578,{},SpatialBattery/train/61973001/motion_duration_cued/9432
1181,9448,198520,motion_duration_cued_D24,24,1.3841123580932617,0.375,0.8746710419654846,0,35,1.7984435558319092,{},SpatialBattery/train/61973001/motion_duration_cued/9440
1182,9456,198608,motion_duration_cued_D0,0,1.387263536453247,0.25,0.9856227040290833,0,11,0.5624561309814453,{},SpatialBattery/train/61973001/motion_duration_cued/9448
1183,9464,198728,motion_duration_cued_D4,4,1.3854131698608398,0.25,0.536864697933197,0,15,0.7895951271057129,{},SpatialBattery/train/61973001/motion_duration_cued/9456
1184,9472,198912,motion_duration_cued_D12,12,1.3878912925720215,0.25,0.5130891799926758,0,23,1.1929078102111816,{},SpatialBattery/train/61973001/motion_duration_cued/9464
1185,9480,199192,motion_duration_cued_D24,24,1.3905006647109985,0.125,0.8806059956550598,0,35,1.7988219261169434,{},SpatialBattery/train/61973001/motion_duration_cued/9472
1186,9488,199376,motion_duration_cued_D12,12,1.3849440813064575,0.375,0.875876784324646,0,23,1.229417324066162,{},SpatialBattery/train/61973001/motion_duration_cued/9480
1187,9496,199496,motion_duration_cued_D4,4,1.384475588798523,0.375,1.2036325931549072,1,15,0.805217981338501,{},SpatialBattery/train/61973001/motion_duration_cued/9488
1188,9504,199584,motion_duration_cued_D0,0,1.3938417434692383,0.125,1.3011319637298584,1,11,0.5731332302093506,{},SpatialBattery/train/61973001/motion_duration_cued/9496
1189,9512,199672,motion_duration_cued_D0,0,1.3828078508377075,0.5,1.0071265697479248,1,11,0.5789988040924072,{},SpatialBattery/train/61973001/motion_duration_cued/9504
1190,9520,199952,motion_duration_cued_D24,24,1.3878004550933838,0.25,0.8971342444419861,0,35,1.7921545505523682,{},SpatialBattery/train/61973001/motion_duration_cued/9512
1191,9528,200072,motion_duration_cued_D4,4,1.3860803842544556,0.25,0.019918961450457573,0,15,0.7670080661773682,{},SpatialBattery/train/61973001/motion_duration_cued/9520
