step,task,fresh_pairs,loss,grad_norm,accuracy,step_seconds,wall_utc
988,orientation,31616,0.5670294761657715,1.6445186138153076,0.6875,0.0940000000409782,2026-09-13T00:02:00.929411+00:00
989,contour,31648,0.007102391216903925,0.09219056367874146,1.0,0.1559999999590218,2026-09-13T00:02:01.093973+00:00
990,contrast,31680,0.08010286092758179,1.192813515663147,0.96875,0.0940000000409782,2026-09-13T00:02:01.186732+00:00
991,contour,31712,0.008738728240132332,0.14997072517871857,1.0,0.17100000008940697,2026-09-13T00:02:01.358158+00:00
992,spatial_frequency,31744,0.4174303412437439,1.5733458995819092,0.8125,0.09399999980814755,2026-09-13T00:02:01.449446+00:00
993,contour,31776,0.03442889824509621,0.7488610744476318,1.0,0.15600000019185245,2026-09-13T00:02:01.611686+00:00
994,chromatic_increment,31808,0.053017064929008484,0.7336949110031128,1.0,0.10999999986961484,2026-09-13T00:02:01.718295+00:00
995,contour,31840,0.005378148518502712,0.13410785794258118,1.0,0.1559999999590218,2026-09-13T00:02:01.878465+00:00
996,natural_spectrum,31872,0.11256109178066254,1.379196286201477,0.96875,0.10900000017136335,2026-09-13T00:02:01.989660+00:00
997,contour,31904,0.03583196550607681,0.7494553923606873,1.0,0.15600000019185245,2026-09-13T00:02:02.156315+00:00
998,motion_direction,31936,1.389940857887268,0.7332955002784729,0.34375,0.10999999986961484,2026-09-13T00:02:02.267061+00:00
999,contour,31968,0.012834513559937477,0.31325122714042664,1.0,0.1559999999590218,2026-09-13T00:02:02.424691+00:00
1000,orientation,32000,0.6641871929168701,1.6165906190872192,0.5625,0.10900000017136335,2026-09-13T00:02:02.521795+00:00
1001,contour,32032,0.05695891007781029,1.0418354272842407,0.96875,0.17199999978765845,2026-09-13T00:02:02.698383+00:00
1002,contrast,32064,0.061653945595026016,1.39185631275177,0.96875,0.0940000000409782,2026-09-13T00:02:02.790480+00:00
1003,contour,32096,0.008370121009647846,0.16549555957317352,1.0,0.1559999999590218,2026-09-13T00:02:02.954356+00:00
1004,spatial_frequency,32128,0.4758254885673523,1.3785890340805054,0.78125,0.0940000000409782,2026-09-13T00:02:03.048339+00:00
1005,contour,32160,0.02976008877158165,0.7248134016990662,1.0,0.1720000000204891,2026-09-13T00:02:03.218140+00:00
1006,chromatic_increment,32192,0.058780547231435776,0.6967467665672302,0.96875,0.10899999993853271,2026-09-13T00:02:03.323394+00:00
1007,contour,32224,0.08195755630731583,1.5458732843399048,0.96875,0.1720000000204891,2026-09-13T00:02:03.493379+00:00
1008,natural_spectrum,32256,0.0036180890165269375,0.07641784846782684,1.0,0.125,2026-09-13T00:02:03.614426+00:00
1009,contour,32288,0.0066782450303435326,0.11269239336252213,1.0,1.656999999890104,2026-09-13T00:09:27.892501+00:00
1010,motion_direction,32320,1.3907594680786133,0.6451644897460938,0.21875,0.10899999993853271,2026-09-13T00:09:27.993334+00:00
1011,contour,32352,0.05748136714100838,1.231105923652649,0.96875,0.15600000019185245,2026-09-13T00:09:28.150681+00:00
1012,orientation,32384,0.578896164894104,2.4769535064697266,0.6875,0.09399999980814755,2026-09-13T00:09:28.239536+00:00
1013,contour,32416,0.10569434612989426,1.3891479969024658,0.96875,0.15600000019185245,2026-09-13T00:09:28.404036+00:00
1014,contrast,32448,0.21502673625946045,3.1287550926208496,0.875,0.09399999980814755,2026-09-13T00:09:28.491690+00:00
1015,contour,32480,0.01949693076312542,0.224159374833107,1.0,0.1720000000204891,2026-09-13T00:09:28.673977+00:00
1016,spatial_frequency,32512,0.6090871095657349,2.7718582153320312,0.71875,0.0940000000409782,2026-09-13T00:09:28.768836+00:00
1017,contour,32544,0.24311521649360657,1.4135404825210571,0.96875,0.1720000000204891,2026-09-13T00:09:28.929284+00:00
1018,chromatic_increment,32576,0.0929940715432167,0.6415832042694092,0.96875,0.09300000010989606,2026-09-13T00:09:29.027499+00:00
1019,contour,32608,0.033938925713300705,0.7565321326255798,0.96875,0.15699999989010394,2026-09-13T00:09:29.183790+00:00
1020,natural_spectrum,32640,0.003064668970182538,0.07197774201631546,1.0,0.4529999999795109,2026-09-13T00:09:29.642757+00:00
1021,contour,32672,0.14248128235340118,1.4577698707580566,0.96875,0.1559999999590218,2026-09-13T00:09:29.796556+00:00
1022,motion_direction,32704,1.4242167472839355,1.2026071548461914,0.21875,0.10900000017136335,2026-09-13T00:09:29.898617+00:00
1023,contour,32736,0.012852704152464867,0.4850733280181885,1.0,0.17199999978765845,2026-09-13T00:09:30.072920+00:00
1024,orientation,32768,0.7452535033226013,3.352648973464966,0.53125,0.0940000000409782,2026-09-13T00:09:30.168340+00:00
1025,contour,32800,0.009532347321510315,0.2172800451517105,1.0,0.1720000000204891,2026-09-13T00:09:30.372737+00:00
1026,contrast,32832,0.8743645548820496,5.372862815856934,0.75,0.0940000000409782,2026-09-13T00:09:30.464947+00:00
1027,contour,32864,0.0176569651812315,0.46391239762306213,1.0,0.18700000015087426,2026-09-13T00:09:30.657569+00:00
1028,spatial_frequency,32896,0.6174084544181824,1.1427971124649048,0.5625,0.10999999986961484,2026-09-13T00:09:30.758702+00:00
1029,contour,32928,0.028171338140964508,0.4327242374420166,1.0,0.1559999999590218,2026-09-13T00:09:30.918440+00:00
1030,chromatic_increment,32960,0.04304351657629013,0.688742995262146,1.0,0.10900000017136335,2026-09-13T00:09:31.022505+00:00
1031,contour,32992,0.2137456238269806,1.5746071338653564,0.96875,0.14099999982863665,2026-09-13T00:09:31.172571+00:00
1032,natural_spectrum,33024,0.0787692740559578,0.8210376501083374,0.9375,0.4059999999590218,2026-09-13T00:09:31.582139+00:00
1033,contour,33056,0.14001701772212982,1.6860073804855347,0.9375,0.1720000000204891,2026-09-13T00:09:31.752827+00:00
1034,motion_direction,33088,1.3714114427566528,0.6029709577560425,0.25,0.10900000017136335,2026-09-13T00:09:31.850770+00:00
1035,contour,33120,0.10995930433273315,0.6947253942489624,0.9375,0.15699999989010394,2026-09-13T00:09:32.012460+00:00
1036,orientation,33152,0.804792582988739,1.9283136129379272,0.5,0.09300000010989606,2026-09-13T00:09:32.101649+00:00
1037,contour,33184,0.15230244398117065,1.1836299896240234,0.9375,0.15699999989010394,2026-09-13T00:09:32.266422+00:00
